Model,Variable,Estimate,Std. Error,t value,Pr(>|t|),Confidence Interval (lower bound): 2.5%,Confidence Interval (upper bound): 97.5%
ua_all_lbw,insecticide_per_sqr_mile,0.0009661,0.000850135,1.136407706,0.255921037,-0.000700134,0.002632334
ua_all_lbw,insured,0.016572887,0.008900545,1.862008207,0.062747335,-0.00087186,0.034017635
ua_all_lbw,marital,-0.015383248,0.007734776,-1.988841979,0.046853621,-0.030543131,-0.000223365
ua_all_lbw,maternal_care_code,-0.079433468,0.070988541,-1.118961842,0.263289723,-0.218568452,0.059701515
ua_all_lbw,multiracial,0.017875169,0.021661001,0.825223597,0.409342294,-0.024579612,0.06032995
ua_all_lbw,native,0.017945313,0.012353363,1.452666192,0.146472079,-0.006266834,0.04215746
ua_all_lbw,pacific,0.243462544,0.082221353,2.961062253,0.003101612,0.082311654,0.404613434
ua_all_lbw,pop_per_sqr_mile,0.000101835,7.04E-05,1.446535381,0.14818255,-3.61E-05,0.000239816
ua_all_lbw,poverty,0.066430838,0.008861922,7.496210676,9.78E-14,0.049061789,0.083799887
ua_all_lbw,white,0.037612288,0.010472236,3.591619562,0.000336498,0.017087082,0.058137493
ua_hor_lbw,acres_ag_land_per_sqr_mile,0.001067993,0.000323443,3.301950416,0.000976921,0.000434056,0.001701929
ua_hor_lbw,all_hormone_wells,0.846058354,0.315322386,2.683153468,0.007352757,0.228037833,1.464078874
ua_hor_lbw,asian,-0.005373461,0.020540182,-0.261607266,0.793650966,-0.045631479,0.034884557
ua_hor_lbw,ba,-0.009044963,0.005677142,-1.593224783,0.111266535,-0.020171956,0.00208203
ua_hor_lbw,black,0.112579362,0.011208246,10.04433347,3.38E-23,0.090611604,0.134547121
ua_hor_lbw,drug_death_per_100000,0.000598043,0.000500211,1.195581124,0.232000672,-0.000382353,0.001578438
ua_hor_lbw,fertilizer_per_sqr_mile,-0.003590747,0.001299847,-2.762438028,0.005789217,-0.006138401,-0.001043094
ua_hor_lbw,herbicide_per_sqr_mile,-0.000177788,0.001078754,-0.164809124,0.869110745,-0.002292107,0.00193653
ua_hor_lbw,hispanic,0.002027774,0.003513361,0.577160822,0.563895264,-0.004858286,0.008913835
ua_hor_lbw,hs,-0.022612721,0.009811017,-2.304829435,0.021277283,-0.041841962,-0.003383481
ua_hor_lbw,insecticide_per_sqr_mile,0.000976682,0.000849933,1.149128506,0.250639309,-0.000689156,0.00264252
ua_hor_lbw,insured,0.016946238,0.008904591,1.903089963,0.057171125,-0.00050644,0.034398916
ua_hor_lbw,marital,-0.015474826,0.007732161,-2.001358477,0.045487582,-0.030629584,-0.000320069
ua_hor_lbw,maternal_care_code,-0.080863701,0.070922044,-1.140177245,0.254347904,-0.219868354,0.058140951
ua_hor_lbw,multiracial,0.018756141,0.021668465,0.865596215,0.386814626,-0.023713269,0.061225551
ua_hor_lbw,native,0.019323819,0.012402391,1.5580721,0.119373117,-0.00498442,0.043632058
ua_hor_lbw,pacific,0.244879006,0.082207223,2.978801587,0.002928331,0.08375581,0.406002202
ua_hor_lbw,pop_per_sqr_mile,0.000103001,7.04E-05,1.463486621,0.143490164,-3.49E-05,0.000240943
ua_hor_lbw,poverty,0.066540242,0.008859582,7.510539873,8.79E-14,0.049175781,0.083904703
ua_hor_lbw,white,0.039001606,0.010529112,3.704168578,0.000217793,0.018364926,0.059638287
ua_est_lbw,acres_ag_land_per_sqr_mile,0.001051655,0.00032343,3.251563228,0.001166654,0.000417743,0.001685567
ua_est_lbw,all_est_wells,1.384901382,0.61766729,2.242147843,0.025060158,0.174295739,2.595507024
ua_est_lbw,asian,-0.006860782,0.020530338,-0.334177758,0.738280186,-0.047099506,0.033377941
ua_est_lbw,ba,-0.009206647,0.005679177,-1.621123252,0.105147588,-0.02033763,0.001924337
ua_est_lbw,black,0.111498372,0.01119288,9.961544585,7.50E-23,0.089560731,0.133436014
ua_est_lbw,drug_death_per_100000,0.000609841,0.000500702,1.217971815,0.223377211,-0.000371517,0.0015912
ua_est_lbw,fertilizer_per_sqr_mile,-0.003646602,0.001300842,-2.803263636,0.005107246,-0.006196205,-0.001096999
ua_est_lbw,herbicide_per_sqr_mile,-0.000139497,0.00107926,-0.129252279,0.897170924,-0.002254808,0.001975814
ua_est_lbw,hispanic,0.002194921,0.00351346,0.624717822,0.532226969,-0.004691334,0.009081175
ua_est_lbw,hs,-0.022287631,0.009813836,-2.271041761,0.023249489,-0.041522397,-0.003052866
ua_est_lbw,insecticide_per_sqr_mile,0.000982541,0.000850939,1.154654912,0.248368617,-0.000685269,0.002650352
ua_est_lbw,insured,0.016445757,0.008902995,1.847216331,0.064862229,-0.001003792,0.033895307
ua_est_lbw,marital,-0.01529856,0.007737562,-1.977180814,0.048157233,-0.030463904,-0.000133216
ua_est_lbw,maternal_care_code,-0.080119774,0.071013394,-1.128234695,0.259355062,-0.219303468,0.059063919
ua_est_lbw,multiracial,0.017968357,0.0216749,0.828993774,0.407206069,-0.024513666,0.06045038
ua_est_lbw,native,0.018136995,0.012385157,1.464413825,0.143236827,-0.006137467,0.042411457
ua_est_lbw,pacific,0.242703575,0.082239198,2.951190931,0.00320204,0.081517709,0.403889441
ua_est_lbw,pop_per_sqr_mile,0.000103282,7.04E-05,1.46667216,0.142621226,-3.47E-05,0.000241301
ua_est_lbw,poverty,0.066257165,0.008862606,7.476036351,1.14E-13,0.048886777,0.083627554
ua_est_lbw,white,0.037818668,0.010505573,3.599867084,0.000326069,0.017228122,0.058409213
ua_test_lbw,acres_ag_land_per_sqr_mile,0.001056867,0.000323585,3.266117236,0.001108617,0.000422652,0.001691082
ua_test_lbw,all_test_wells,1.048734636,0.468319593,2.239356738,0.02524137,0.130845101,1.966624171
ua_test_lbw,asian,-0.006781406,0.020534688,-0.330241521,0.741251789,-0.047028655,0.033465842
ua_test_lbw,ba,-0.008881163,0.005686456,-1.56180977,0.118489763,-0.020026413,0.002264087
ua_test_lbw,black,0.111890236,0.011219083,9.973207163,6.71E-23,0.089901238,0.133879234
ua_test_lbw,drug_death_per_100000,0.000594349,0.000500494,1.18752384,0.235160955,-0.000386602,0.0015753
ua_test_lbw,fertilizer_per_sqr_mile,-0.003548848,0.001300643,-2.728534442,0.006416869,-0.006098061,-0.000999635
ua_test_lbw,herbicide_per_sqr_mile,-0.000194294,0.001079498,-0.179985805,0.857181801,-0.002310072,0.001921483
ua_test_lbw,hispanic,0.002240374,0.003512349,0.637856355,0.523639631,-0.004643703,0.009124451
ua_test_lbw,hs,-0.0227013,0.009821052,-2.311493632,0.020905992,-0.041950209,-0.003452391
ua_test_lbw,insecticide_per_sqr_mile,0.000954629,0.000850301,1.122695047,0.261700718,-0.000711931,0.002621189
ua_test_lbw,insured,0.016725333,0.008912392,1.876638038,0.060712059,-0.000742633,0.0341933
ua_test_lbw,marital,-0.015332714,0.007737305,-1.981660721,0.047652857,-0.030497554,-0.000167874
ua_test_lbw,maternal_care_code,-0.082071718,0.070966118,-1.156491578,0.247617165,-0.221162753,0.057019317
ua_test_lbw,multiracial,0.019173429,0.021713188,0.8830315,0.377324535,-0.023383637,0.061730495
ua_test_lbw,native,0.018550944,0.012411777,1.494624394,0.135168998,-0.005775691,0.04287758
ua_test_lbw,pacific,0.242790396,0.082240192,2.952210974,0.003191527,0.081602582,0.40397821
ua_test_lbw,pop_per_sqr_mile,0.000101429,7.04E-05,1.440370684,0.149917829,-3.66E-05,0.000239446
ua_test_lbw,poverty,0.06639945,0.008866028,7.489199161,1.03E-13,0.049022354,0.083776546
ua_test_lbw,white,0.038191033,0.010531784,3.626264308,0.000294691,0.017549115,0.05883295
ua_all_lbw_2014to2018,acres_ag_land_per_sqr_mile,0.001052828,0.000323472,3.254773547,0.001153616,0.000418835,0.001686822
ua_all_lbw_2014to2018,all_wells_2014to2018,0.527634266,0.236323274,2.232680081,0.025679464,0.064449161,0.990819371
ua_all_lbw_2014to2018,asian,-0.007666758,0.020494514,-0.374088304,0.708377959,-0.047835268,0.032501751
ua_all_lbw_2014to2018,ba,-0.008949587,0.005684722,-1.574322645,0.115569785,-0.020091437,0.002192264
ua_all_lbw_2014to2018,black,0.111024237,0.011166021,9.943044362,8.96E-23,0.089139239,0.132909236
ua_all_lbw_2014to2018,drug_death_per_100000,0.00063002,0.00050113,1.257196912,0.208827966,-0.000352178,0.001612217
ua_all_lbw_2014to2018,fertilizer_per_sqr_mile,-0.003589551,0.001300559,-2.760006397,0.005832317,-0.0061386,-0.001040502
ua_all_lbw_2014to2018,herbicide_per_sqr_mile,-0.000156855,0.001079286,-0.145332149,0.884463161,-0.002272216,0.001958506
ua_all_lbw_2014to2018,hispanic,0.002144475,0.003514955,0.610100382,0.541864076,-0.00474471,0.00903366
ua_all_lbw_2014to2018,hs,-0.022481877,0.00981693,-2.29011289,0.022117623,-0.041722705,-0.003241049
ua_all_lbw_2014to2018,insecticide_per_sqr_mile,0.000948403,0.000850193,1.115514632,0.264762902,-0.000717945,0.00261475
ua_all_lbw_2014to2018,insured,0.016203141,0.008896546,1.821284478,0.068711771,-0.001233769,0.033640051
ua_all_lbw_2014to2018,marital,-0.015263318,0.007737983,-1.972518925,0.048686856,-0.030429487,-9.71E-05
ua_all_lbw_2014to2018,maternal_care_code,-0.079796182,0.071024267,-1.123505893,0.261356468,-0.219001187,0.059408823
ua_all_lbw_2014to2018,multiracial,0.017284238,0.021659622,0.797993531,0.424968229,-0.02516784,0.059736316
ua_all_lbw_2014to2018,native,0.017484792,0.01235009,1.415762318,0.156999574,-0.006720939,0.041690523
ua_all_lbw_2014to2018,pacific,0.244115386,0.082254005,2.967823687,0.003034491,0.082900497,0.405330274
ua_all_lbw_2014to2018,pop_per_sqr_mile,0.000103664,7.04E-05,1.472057474,0.141161443,-3.44E-05,0.000241687
ua_all_lbw_2014to2018,poverty,0.066251647,0.008862668,7.475361198,1.14E-13,0.048881136,0.083622158
ua_all_lbw_2014to2018,white,0.037242937,0.010471488,3.556603949,0.000384349,0.016719197,0.057766677
ua_hor_lbw_2014to2018,acres_ag_land_per_sqr_mile,0.001063999,0.000323406,3.28997691,0.001019221,0.000430134,0.001697864
ua_hor_lbw_2014to2018,all_hormone_wells_2014to2018,1.11600512,0.426592992,2.616088733,0.008960736,0.279898219,1.95211202
ua_hor_lbw_2014to2018,asian,-0.005602355,0.020539048,-0.27276603,0.78506101,-0.045858149,0.03465344
ua_hor_lbw_2014to2018,ba,-0.009053686,0.005677753,-1.59458957,0.110960794,-0.020181878,0.002074506
ua_hor_lbw_2014to2018,black,0.112519802,0.011212464,10.03524329,3.69E-23,0.090543776,0.134495827
ua_hor_lbw_2014to2018,drug_death_per_100000,0.000597932,0.00050026,1.195242272,0.232132968,-0.00038256,0.001578425
ua_hor_lbw_2014to2018,fertilizer_per_sqr_mile,-0.003591918,0.001299962,-2.763093206,0.005777653,-0.006139797,-0.001044038
ua_hor_lbw_2014to2018,herbicide_per_sqr_mile,-0.000175233,0.001078841,-0.162427013,0.870985878,-0.002289722,0.001939257
ua_hor_lbw_2014to2018,hispanic,0.002098086,0.003512335,0.597347866,0.550342237,-0.004785964,0.008982136
ua_hor_lbw_2014to2018,hs,-0.022608587,0.009812166,-2.304138376,0.021316112,-0.041840078,-0.003377096
ua_hor_lbw_2014to2018,insecticide_per_sqr_mile,0.00097283,0.000849986,1.144524158,0.25254219,-0.000693113,0.002638772
ua_hor_lbw_2014to2018,insured,0.016744443,0.008900963,1.881194573,0.060089455,-0.000701124,0.03419001
ua_hor_lbw_2014to2018,marital,-0.015411177,0.007733089,-1.992887691,0.046408346,-0.030567752,-0.000254602
ua_hor_lbw_2014to2018,maternal_care_code,-0.081159953,0.070926963,-1.144275033,0.252645435,-0.220174245,0.05785434
ua_hor_lbw_2014to2018,multiracial,0.018850035,0.021674876,0.869672116,0.384583145,-0.023631941,0.061332012
ua_hor_lbw_2014to2018,native,0.019208137,0.012403884,1.548558275,0.1216449,-0.005103029,0.043519304
ua_hor_lbw_2014to2018,pacific,0.244820082,0.082215189,2.977796279,0.002937909,0.083681274,0.405958891
ua_hor_lbw_2014to2018,pop_per_sqr_mile,0.000103247,7.04E-05,1.466853995,0.142571748,-3.47E-05,0.000241203
ua_hor_lbw_2014to2018,poverty,0.06645284,0.008859249,7.500956273,9.44E-14,0.049089031,0.083816649
ua_hor_lbw_2014to2018,white,0.038924945,0.010532543,3.695683576,0.000225146,0.018281541,0.059568349
ua_est_lbw_2014to2018,acres_ag_land_per_sqr_mile,0.001049218,0.000323432,3.244017595,0.001197838,0.000415303,0.001683132
ua_est_lbw_2014to2018,all_est_wells_2014to2018,1.763734612,0.814353197,2.165810386,0.030442576,0.167631675,3.359837549
ua_est_lbw_2014to2018,asian,-0.007015285,0.020533029,-0.341658563,0.732643468,-0.047259283,0.033228713
ua_est_lbw_2014to2018,ba,-0.009232434,0.005679485,-1.625575794,0.104196229,-0.02036402,0.001899153
ua_est_lbw_2014to2018,black,0.111430175,0.011197155,9.951650742,8.25E-23,0.089484154,0.133376195
ua_est_lbw_2014to2018,drug_death_per_100000,0.000609456,0.000500762,1.217055877,0.223725407,-0.00037202,0.001590931
ua_est_lbw_2014to2018,fertilizer_per_sqr_mile,-0.003641803,0.001300924,-2.79939695,0.005168571,-0.006191567,-0.001092039
ua_est_lbw_2014to2018,herbicide_per_sqr_mile,-0.0001426,0.001079348,-0.132117077,0.894904873,-0.002258084,0.001972884
ua_est_lbw_2014to2018,hispanic,0.002242623,0.003512915,0.63839382,0.523289864,-0.004642564,0.00912781
ua_est_lbw_2014to2018,hs,-0.022223227,0.009814097,-2.264419023,0.023654152,-0.041458503,-0.002987951
ua_est_lbw_2014to2018,insecticide_per_sqr_mile,0.000979564,0.000851033,1.151028747,0.249856907,-0.000688431,0.002647558
ua_est_lbw_2014to2018,insured,0.016297047,0.008900652,1.830994765,0.067248846,-0.00114791,0.033742003
ua_est_lbw_2014to2018,marital,-0.015311062,0.007738198,-1.978633979,0.047993137,-0.030477651,-0.000144472
ua_est_lbw_2014to2018,maternal_care_code,-0.080903584,0.071006836,-1.139377407,0.254681134,-0.220074425,0.058267256
ua_est_lbw_2014to2018,multiracial,0.017955744,0.021679001,0.828255161,0.40762405,-0.024534316,0.060445805
ua_est_lbw_2014to2018,native,0.018032571,0.012387607,1.455694459,0.145632803,-0.006246693,0.042311836
ua_est_lbw_2014to2018,pacific,0.24265505,0.08224658,2.950336036,0.003210876,0.081454715,0.403855386
ua_est_lbw_2014to2018,pop_per_sqr_mile,0.000103218,7.04E-05,1.465646951,0.142900436,-3.48E-05,0.000241248
ua_est_lbw_2014to2018,poverty,0.0661763,0.008862287,7.467180517,1.21E-13,0.048806536,0.083546064
ua_est_lbw_2014to2018,white,0.037747959,0.010509716,3.591720178,0.000336369,0.017149294,0.058346623
ua_test_lbw_2014to2018,acres_ag_land_per_sqr_mile,0.001053947,0.000323572,3.257224064,0.001143754,0.000419757,0.001688137
ua_test_lbw_2014to2018,all_test_wells_2014to2018,1.418228112,0.655226609,2.164484917,0.030544195,0.134007557,2.702448668
ua_test_lbw_2014to2018,asian,-0.007311523,0.0205184,-0.356339838,0.721623366,-0.047526849,0.032903802
ua_test_lbw_2014to2018,ba,-0.008859306,0.005688367,-1.55744287,0.119522334,-0.0200083,0.002289688
ua_test_lbw_2014to2018,black,0.111592145,0.011208204,9.956291521,7.89E-23,0.089624469,0.133559821
ua_test_lbw_2014to2018,drug_death_per_100000,0.000598377,0.000500594,1.195335762,0.232096462,-0.000382768,0.001579523
ua_test_lbw_2014to2018,fertilizer_per_sqr_mile,-0.003544922,0.001300779,-2.725229036,0.006481227,-0.006094403,-0.000995441
ua_test_lbw_2014to2018,herbicide_per_sqr_mile,-0.000196911,0.00107963,-0.182387689,0.855296825,-0.002312947,0.001919124
ua_test_lbw_2014to2018,hispanic,0.002242773,0.003512923,0.638434939,0.52326311,-0.004642429,0.009127974
ua_test_lbw_2014to2018,hs,-0.022690744,0.009822414,-2.310098626,0.020983243,-0.041942321,-0.003439167
ua_test_lbw_2014to2018,insecticide_per_sqr_mile,0.000953069,0.000850397,1.120734963,0.262534181,-0.000713678,0.002619816
ua_test_lbw_2014to2018,insured,0.016522788,0.008907792,1.85486902,0.063760839,-0.000936164,0.033981739
ua_test_lbw_2014to2018,marital,-0.015255133,0.00773876,-1.971263198,0.048830349,-0.030422823,-8.74E-05
ua_test_lbw_2014to2018,maternal_care_code,-0.082452223,0.07096918,-1.161803239,0.245452926,-0.221549259,0.056644813
ua_test_lbw_2014to2018,multiracial,0.019034056,0.021714788,0.87654811,0.380836568,-0.023526146,0.061594258
ua_test_lbw_2014to2018,native,0.018179031,0.012397129,1.466390418,0.142697915,-0.006118895,0.042476958
ua_test_lbw_2014to2018,pacific,0.242643123,0.082246613,2.950189838,0.003212389,0.081442723,0.403843523
ua_test_lbw_2014to2018,pop_per_sqr_mile,0.000101949,7.04E-05,1.447656504,0.147868626,-3.61E-05,0.000239977
ua_test_lbw_2014to2018,poverty,0.066302875,0.008865248,7.478964198,1.11E-13,0.048927308,0.083678443
ua_test_lbw_2014to2018,white,0.037863332,0.010518,3.599860546,0.000326078,0.017248431,0.058478232
fm_all_ptb,acres_ag_land_per_sqr_mile,-0.001532915,0.000795455,-1.927090745,0.054676275,-0.003091979,2.61E-05
fm_all_ptb,all_wells,0.456818893,0.27332756,1.671323935,0.095439812,-0.078893281,0.992531067
fm_all_ptb,asian,-0.143435932,0.201387049,-0.712240101,0.476731328,-0.538147296,0.251275431
fm_all_ptb,ba,-0.042136685,0.027262865,-1.545570709,0.122999044,-0.095570919,0.011297548
fm_all_ptb,black,0.039801648,0.028832775,1.380430718,0.168224985,-0.016709552,0.096312849
fm_all_ptb,drug_death_per_100000,0.003490907,0.001589587,2.196108977,0.028657553,0.000375373,0.006606441
fm_all_ptb,fertilizer_per_sqr_mile,5.49E-05,0.003719177,0.014758286,0.988232377,-0.007234564,0.007344341
fm_all_ptb,herbicide_per_sqr_mile,-0.002846805,0.002950466,-0.964866311,0.335194739,-0.008629611,0.002936001
fm_all_ptb,hispanic,0.010554644,0.011226975,0.940114702,0.347726092,-0.011449822,0.03255911
fm_all_ptb,hs,0.001245267,0.027176867,0.045820828,0.963475925,-0.052020413,0.054510946
fm_all_ptb,insecticide_per_sqr_mile,0.0018201,0.002290084,0.7947743,0.427216109,-0.002668382,0.006308581
fm_all_ptb,insured,0.059921521,0.027755277,2.158923564,0.031450154,0.005522178,0.114320863
fm_all_ptb,marital,-0.045868259,0.025236228,-1.817556072,0.069880023,-0.095330357,0.003593839
fm_all_ptb,maternal_care_code,-0.072946853,0.216037377,-0.337658485,0.735797689,-0.496372331,0.350478624
fm_all_ptb,multiracial,-0.050902586,0.055528608,-0.916691198,0.359856822,-0.159736659,0.057931486
fm_all_ptb,native,-0.020096931,0.029472375,-0.681890442,0.495702864,-0.077861725,0.037667863
fm_all_ptb,pacific,-0.551353384,0.863539216,-0.638481002,0.523526002,-2.243859148,1.141152379
fm_all_ptb,pop_per_sqr_mile,0.000414404,0.000824512,0.502604942,0.615518646,-0.001201609,0.002030416
fm_all_ptb,poverty,0.051135979,0.02773779,1.843549124,0.065988405,-0.003229091,0.105501048
fm_all_ptb,white,-0.041232287,0.023390427,-1.762784713,0.078700401,-0.087076681,0.004612107
fm_hor_ptb,acres_ag_land_per_sqr_mile,-0.001548237,0.000794571,-1.948520825,0.052051561,-0.003105567,9.09E-06
fm_hor_ptb,all_hormone_wells,1.04189182,0.634542394,1.641957779,0.101384671,-0.201788419,2.285572058
fm_hor_ptb,asian,-0.138447654,0.201325923,-0.687679219,0.492053363,-0.533039212,0.256143905
fm_hor_ptb,ba,-0.042387409,0.027266055,-1.554585342,0.120835677,-0.095827895,0.011053076
fm_hor_ptb,black,0.041038546,0.028937401,1.418183551,0.15691577,-0.015677718,0.097754811
fm_hor_ptb,drug_death_per_100000,0.003427201,0.001588222,2.15788587,0.031531333,0.000314344,0.006540059
fm_hor_ptb,fertilizer_per_sqr_mile,0.000141571,0.003715778,0.038100078,0.969626897,-0.00714122,0.007424363
fm_hor_ptb,herbicide_per_sqr_mile,-0.002919607,0.002947502,-0.990536072,0.32251097,-0.008696606,0.002857391
fm_hor_ptb,hispanic,0.010708539,0.011220967,0.954333043,0.340491448,-0.011284151,0.03270123
fm_hor_ptb,hs,0.001048647,0.027186108,0.038572915,0.96925014,-0.052235144,0.054332439
fm_hor_ptb,insecticide_per_sqr_mile,0.001770545,0.00228837,0.773714575,0.439556619,-0.002714577,0.006255667
fm_hor_ptb,insured,0.059915034,0.027759519,2.158359926,0.031494225,0.005507376,0.114322692
fm_hor_ptb,marital,-0.046037353,0.025235656,-1.824297841,0.068852934,-0.09549833,0.003423624
fm_hor_ptb,maternal_care_code,-0.080508407,0.216266099,-0.372265499,0.709892332,-0.504382173,0.343365358
fm_hor_ptb,multiracial,-0.051257407,0.055525058,-0.923140087,0.356490708,-0.16008452,0.057569707
fm_hor_ptb,native,-0.019004539,0.029589108,-0.64228159,0.521058299,-0.076998126,0.038989047
fm_hor_ptb,pacific,-0.545634504,0.863799604,-0.631667926,0.527964713,-2.238650619,1.14738161
fm_hor_ptb,pop_per_sqr_mile,0.000400388,0.000824023,0.48589372,0.627308581,-0.001214668,0.002015443
fm_hor_ptb,poverty,0.051448364,0.027769361,1.852702495,0.064661395,-0.002978583,0.105875311
fm_hor_ptb,white,-0.039870315,0.023580601,-1.690809999,0.091652083,-0.086087443,0.006346813
fm_est_ptb,acres_ag_land_per_sqr_mile,-0.001601318,0.000793192,-2.018828617,0.04417177,-0.003155945,-4.67E-05
fm_est_ptb,all_est_wells,1.532791795,1.117420194,1.371723729,0.170918348,-0.657311541,3.722895131
fm_est_ptb,asian,-0.141277078,0.201616375,-0.700722244,0.48388377,-0.536437912,0.253883755
fm_est_ptb,ba,-0.04203998,0.027294237,-1.540251148,0.124289829,-0.095535702,0.011455742
fm_est_ptb,black,0.039066898,0.028883641,1.352561387,0.176959887,-0.017543999,0.095677794
fm_est_ptb,drug_death_per_100000,0.003489525,0.001592419,2.191336164,0.029003556,0.000368441,0.006610609
fm_est_ptb,fertilizer_per_sqr_mile,5.97E-05,0.003729983,0.015999095,0.98724309,-0.007250955,0.007370308
fm_est_ptb,herbicide_per_sqr_mile,-0.002918129,0.002954361,-0.987735849,0.323879125,-0.008708571,0.002872313
fm_est_ptb,hispanic,0.011184741,0.011220179,0.996841583,0.319444047,-0.010806406,0.033175888
fm_est_ptb,hs,0.001841957,0.027200448,0.067717908,0.946044029,-0.051469941,0.055153856
fm_est_ptb,insecticide_per_sqr_mile,0.001810539,0.00229552,0.788727246,0.430738648,-0.002688597,0.006309676
fm_est_ptb,insured,0.05862362,0.027763736,2.111517691,0.035347522,0.004207697,0.113039543
fm_est_ptb,marital,-0.04562488,0.025287827,-1.804223049,0.071948446,-0.095188111,0.00393835
fm_est_ptb,maternal_care_code,-0.06448114,0.216183506,-0.298270396,0.765651671,-0.488193027,0.359230747
fm_est_ptb,multiracial,-0.054151523,0.055503711,-0.975637876,0.329833601,-0.162936797,0.054633752
fm_est_ptb,native,-0.021438199,0.029495231,-0.726836104,0.467751505,-0.079247789,0.036371392
fm_est_ptb,pacific,-0.563748939,0.864440228,-0.65215491,0.514675811,-2.258020652,1.130522774
fm_est_ptb,pop_per_sqr_mile,0.00037349,0.000824333,0.453081714,0.65073557,-0.001242173,0.001989154
fm_est_ptb,poverty,0.04986898,0.027742078,1.797593558,0.072995501,-0.004504493,0.104242453
fm_est_ptb,white,-0.042692944,0.023396516,-1.824756469,0.068783518,-0.088549272,0.003163385
fm_test_ptb,acres_ag_land_per_sqr_mile,-0.001585532,0.000795064,-1.994219656,0.046806436,-0.003143829,-2.72E-05
fm_test_ptb,all_test_wells,1.29284344,0.979247248,1.320242097,0.187509167,-0.626445898,3.212132779
fm_test_ptb,asian,-0.129066788,0.201520945,-0.640463395,0.522238093,-0.524040582,0.265907005
fm_test_ptb,ba,-0.041205459,0.027310766,-1.50876247,0.132148928,-0.094733578,0.012322659
fm_test_ptb,black,0.040169762,0.029016999,1.384352744,0.16702227,-0.016702511,0.097042035
fm_test_ptb,drug_death_per_100000,0.003407809,0.001590014,2.143257299,0.032695064,0.000291439,0.006524179
fm_test_ptb,fertilizer_per_sqr_mile,0.000430061,0.003711838,0.11586201,0.907820048,-0.006845007,0.007705129
fm_test_ptb,herbicide_per_sqr_mile,-0.003136704,0.002944579,-1.065247049,0.287406728,-0.008907974,0.002634565
fm_test_ptb,hispanic,0.011439294,0.011209818,1.020470966,0.308121941,-0.010531546,0.033410133
fm_test_ptb,hs,0.001199267,0.027227351,0.044046424,0.964889378,-0.052165359,0.054563894
fm_test_ptb,insecticide_per_sqr_mile,0.001725156,0.002291315,0.752911052,0.451946245,-0.002765738,0.006216051
fm_test_ptb,insured,0.060346889,0.027830324,2.16838616,0.03071816,0.005800457,0.114893321
fm_test_ptb,marital,-0.045865493,0.025284934,-1.813945535,0.070435248,-0.095423053,0.003692067
fm_test_ptb,maternal_care_code,-0.085821428,0.216998097,-0.395493921,0.692689247,-0.511129883,0.339487026
fm_test_ptb,multiracial,-0.050820831,0.055693038,-0.912516779,0.362046382,-0.159977179,0.058335517
fm_test_ptb,native,-0.020264305,0.02966343,-0.68314099,0.494913237,-0.078403558,0.037874949
fm_test_ptb,pacific,-0.564684742,0.864603685,-0.653113966,0.514058021,-2.259276826,1.129907343
fm_test_ptb,pop_per_sqr_mile,0.000355795,0.000823793,0.431898848,0.666047644,-0.001258809,0.0019704
fm_test_ptb,poverty,0.050655703,0.027827524,1.820345301,0.069453572,-0.003885242,0.105196648
fm_test_ptb,white,-0.041679498,0.023589681,-1.766852984,0.078015401,-0.087914422,0.004555427
fm_all_ptb_2014to2018,acres_ag_land_per_sqr_mile,-0.00155422,0.000794336,-1.956626912,0.05108671,-0.00311109,2.65E-06
fm_all_ptb_2014to2018,all_wells_2014to2018,0.797356788,0.491894249,1.620992297,0.105807273,-0.166738223,1.7614518
fm_all_ptb_2014to2018,asian,-0.14438966,0.201459997,-0.71671628,0.473967439,-0.539243998,0.250464679
fm_all_ptb_2014to2018,ba,-0.041922624,0.027269275,-1.537357506,0.124996408,-0.095369421,0.011524172
fm_all_ptb_2014to2018,black,0.039346228,0.028819047,1.365285534,0.172930653,-0.017138066,0.095830523
fm_all_ptb_2014to2018,drug_death_per_100000,0.003530282,0.001591581,2.218098045,0.027109168,0.000410841,0.006649723
fm_all_ptb_2014to2018,fertilizer_per_sqr_mile,0.000107382,0.003718045,0.028881269,0.976973689,-0.007179852,0.007394615
fm_all_ptb_2014to2018,herbicide_per_sqr_mile,-0.002870861,0.002950482,-0.973014035,0.331134356,-0.0086537,0.002911978
fm_all_ptb_2014to2018,hispanic,0.01084979,0.011215017,0.967434089,0.333911638,-0.01113124,0.03283082
fm_all_ptb_2014to2018,hs,0.001698286,0.027173677,0.062497476,0.950197889,-0.051561141,0.054957714
fm_all_ptb_2014to2018,insecticide_per_sqr_mile,0.001781237,0.002289165,0.778116422,0.436960392,-0.002705444,0.006267918
fm_all_ptb_2014to2018,insured,0.058804212,0.027738359,2.119959986,0.034624605,0.004438027,0.113170397
fm_all_ptb_2014to2018,marital,-0.045306706,0.025261657,-1.793496995,0.073648741,-0.094818645,0.004205232
fm_all_ptb_2014to2018,maternal_care_code,-0.072505009,0.216079928,-0.335547173,0.737388285,-0.496013887,0.351003868
fm_all_ptb_2014to2018,multiracial,-0.05299526,0.055468164,-0.955417587,0.339943607,-0.161710864,0.055720345
fm_all_ptb_2014to2018,native,-0.021287791,0.029399114,-0.724096341,0.469429869,-0.078908996,0.036333414
fm_all_ptb_2014to2018,pacific,-0.523965813,0.864549576,-0.606056411,0.544821053,-2.218451844,1.170520219
